Date,seriesA,seriesB
2010-06-28,2220.64990234375,1074.5699462890625
2010-06-29,2135.179931640625,1041.239990234375
2010-06-30,2109.239990234375,1030.7099609375
2010-07-01,2101.360107421875,1027.3699951171875
2010-07-02,2091.7900390625,1022.5800170898438
2010-07-06,2093.8798828125,1028.06005859375
2010-07-07,2159.469970703125,1060.27001953125
2010-07-08,2175.39990234375,1070.25
2010-07-09,2196.449951171875,1077.9599609375
2010-07-12,2198.360107421875,1078.75
2010-07-13,2242.030029296875,1095.3399658203125
2010-07-14,2249.840087890625,1095.1700439453125
2010-07-15,2249.080078125,1096.47998046875
2010-07-16,2179.050048828125,1064.8800048828125
2010-07-19,2198.22998046875,1071.25
2010-07-20,2222.489990234375,1083.47998046875
2010-07-21,2187.330078125,1069.5899658203125
2010-07-22,2245.889892578125,1093.6700439453125
2010-07-23,2269.469970703125,1102.6600341796875
2010-07-26,2296.429931640625,1115.010009765625
2010-07-27,2288.25,1113.8399658203125
2010-07-28,2264.56005859375,1106.1300048828125
2010-07-29,2251.68994140625,1101.530029296875
2010-07-30,2254.699951171875,1101.5999755859375
2010-08-02,2295.360107421875,1125.8599853515625
2010-08-03,2283.52001953125,1120.4599609375
2010-08-04,2303.570068359375,1127.239990234375
2010-08-05,2293.06005859375,1125.81005859375
2010-08-06,2288.469970703125,1121.6400146484375
2010-08-09,2305.68994140625,1127.7900390625
2010-08-10,2277.169921875,1121.06005859375
2010-08-11,2208.6298828125,1089.469970703125
2010-08-12,2190.27001953125,1083.6099853515625
2010-08-13,2173.47998046875,1079.25
2010-08-16,2181.8701171875,1079.3800048828125
2010-08-17,2209.43994140625,1092.5400390625
2010-08-18,2215.699951171875,1094.1600341796875
2010-08-19,2178.949951171875,1075.6300048828125
2010-08-20,2179.760009765625,1071.68994140625
2010-08-23,2159.6298828125,1067.3599853515625
2010-08-24,2123.760009765625,1051.8699951171875
2010-08-25,2141.5400390625,1055.3299560546875
2010-08-26,2118.68994140625,1047.219970703125
2010-08-27,2153.6298828125,1064.5899658203125
2010-08-30,2119.969970703125,1048.9200439453125
2010-08-31,2114.030029296875,1049.3299560546875
2010-09-01,2176.840087890625,1080.2900390625
2010-09-02,2200.010009765625,1090.0999755859375
2010-09-03,2233.75,1104.510009765625
2010-09-07,2208.889892578125,1091.8399658203125
2010-09-08,2228.8701171875,1098.8699951171875
2010-09-09,2236.199951171875,1104.1800537109375
2010-09-10,2242.47998046875,1109.550048828125
2010-09-13,2285.7099609375,1121.9000244140625
2010-09-14,2289.77001953125,1121.0999755859375
2010-09-15,2301.320068359375,1125.0699462890625
2010-09-16,2303.25,1124.6600341796875
2010-09-17,2315.610107421875,1125.5899658203125
2010-09-20,2355.830078125,1142.7099609375
2010-09-21,2349.35009765625,1139.780029296875
2010-09-22,2334.550048828125,1134.280029296875
2010-09-23,2327.080078125,1124.8299560546875
2010-09-24,2381.219970703125,1148.6700439453125
2010-09-27,2369.77001953125,1142.1600341796875
2010-09-28,2379.590087890625,1147.699951171875
2010-09-29,2376.56005859375,1144.72998046875
2010-09-30,2368.6201171875,1141.199951171875
2010-10-01,2370.75,1146.239990234375
2010-10-04,2344.52001953125,1137.030029296875
2010-10-05,2399.830078125,1160.75
2010-10-06,2380.659912109375,1159.969970703125
2010-10-07,2383.669921875,1158.06005859375
2010-10-08,2401.909912109375,1165.1500244140625
2010-10-11,2402.330078125,1165.3199462890625
2010-10-12,2417.919921875,1169.77001953125
2010-10-13,2441.22998046875,1178.0999755859375
2010-10-14,2435.3798828125,1173.81005859375
2010-10-15,2468.77001953125,1176.18994140625
2010-10-18,2480.659912109375,1184.7099609375
2010-10-19,2436.949951171875,1165.9000244140625
2010-10-20,2457.389892578125,1178.1700439453125
2010-10-21,2459.669921875,1180.260009765625
2010-10-22,2479.389892578125,1183.0799560546875
2010-10-25,2490.85009765625,1185.6199951171875
2010-10-26,2497.2900390625,1185.6400146484375
2010-10-27,2503.260009765625,1182.449951171875
2010-10-28,2507.3701171875,1183.780029296875
2010-10-29,2507.409912109375,1183.260009765625
2010-11-01,2504.840087890625,1184.3800048828125
2010-11-02,2533.52001953125,1193.5699462890625
2010-11-03,2540.27001953125,1197.9599609375
2010-11-04,2577.340087890625,1221.06005859375
2010-11-05,2578.97998046875,1225.8499755859375
2010-11-08,2580.050048828125,1223.25
2010-11-09,2562.97998046875,1213.4000244140625
2010-11-10,2578.780029296875,1218.7099609375
2010-11-11,2555.52001953125,1213.5400390625
2010-11-12,2518.2099609375,1199.2099609375
2010-11-15,2513.820068359375,1197.75
2010-11-16,2469.840087890625,1178.3399658203125
2010-11-17,2476.010009765625,1178.5899658203125
2010-11-18,2514.39990234375,1196.68994140625
2010-11-19,2518.1201171875,1199.72998046875
2010-11-22,2532.02001953125,1197.8399658203125
2010-11-23,2494.949951171875,1180.72998046875
2010-11-24,2543.1201171875,1198.3499755859375
2010-11-26,2534.56005859375,1189.4000244140625
2010-11-29,2525.219970703125,1187.760009765625
2010-11-30,2498.22998046875,1180.550048828125
2010-12-01,2549.429931640625,1206.0699462890625
2010-12-02,2579.35009765625,1221.530029296875
2010-12-03,2591.4599609375,1224.7099609375
2010-12-06,2594.919921875,1223.1199951171875
2010-12-07,2598.489990234375,1223.75
2010-12-08,2609.159912109375,1228.280029296875
2010-12-09,2616.669921875,1233.0
2010-12-10,2637.5400390625,1240.4000244140625
2010-12-13,2624.909912109375,1240.4599609375
2010-12-14,2627.719970703125,1241.5899658203125
2010-12-15,2617.219970703125,1235.22998046875
2010-12-16,2637.31005859375,1242.8699951171875
2010-12-17,2642.969970703125,1243.9100341796875
2010-12-20,2649.56005859375,1247.0799560546875
2010-12-21,2667.610107421875,1254.5999755859375
2010-12-22,2671.47998046875,1258.8399658203125
2010-12-23,2665.60009765625,1256.77001953125
2010-12-27,2667.27001953125,1257.5400390625
2010-12-28,2662.8798828125,1258.510009765625
2010-12-29,2666.929931640625,1259.780029296875
2010-12-30,2662.97998046875,1257.8800048828125
2010-12-31,2652.8701171875,1257.6400146484375
2011-01-03,2691.52001953125,1271.8699951171875
2011-01-04,2681.25,1270.199951171875
2011-01-05,2702.199951171875,1276.56005859375
2011-01-06,2709.889892578125,1273.8499755859375
2011-01-07,2703.169921875,1271.5
2011-01-10,2707.800048828125,1269.75
2011-01-11,2716.830078125,1274.47998046875
2011-01-12,2737.330078125,1285.9599609375
2011-01-13,2735.2900390625,1283.760009765625
2011-01-14,2755.300048828125,1293.239990234375
2011-01-18,2765.85009765625,1295.02001953125
2011-01-19,2725.360107421875,1281.9200439453125
2011-01-20,2704.2900390625,1280.260009765625
2011-01-21,2689.5400390625,1283.3499755859375
2011-01-24,2717.550048828125,1290.8399658203125
2011-01-25,2719.25,1291.1800537109375
2011-01-26,2739.5,1296.6300048828125
2011-01-27,2755.280029296875,1299.5400390625
2011-01-28,2686.889892578125,1276.3399658203125
2011-01-31,2700.080078125,1286.1199951171875
2011-02-01,2751.18994140625,1307.5899658203125
2011-02-02,2749.56005859375,1304.030029296875
2011-02-03,2753.8798828125,1307.0999755859375
2011-02-04,2769.300048828125,1310.8699951171875
2011-02-07,2783.989990234375,1319.050048828125
2011-02-08,2797.050048828125,1324.5699462890625
2011-02-09,2789.070068359375,1320.8800048828125
2011-02-10,2790.449951171875,1321.8699951171875
2011-02-11,2809.43994140625,1329.1500244140625
2011-02-14,2817.179931640625,1332.3199462890625
2011-02-15,2804.35009765625,1328.010009765625
2011-02-16,2825.56005859375,1336.3199462890625
2011-02-17,2831.580078125,1340.4300537109375
2011-02-18,2833.949951171875,1343.010009765625
2011-02-22,2756.419921875,1315.43994140625
2011-02-23,2722.989990234375,1307.4000244140625
2011-02-24,2737.89990234375,1306.0999755859375
2011-02-25,2781.050048828125,1319.8800048828125
2011-02-28,2782.27001953125,1327.219970703125
2011-03-01,2737.409912109375,1306.3299560546875
2011-03-02,2748.070068359375,1308.43994140625
2011-03-03,2798.739990234375,1330.969970703125
2011-03-04,2784.669921875,1321.1500244140625
2011-03-07,2745.6298828125,1310.1300048828125
2011-03-08,2765.77001953125,1321.8199462890625
2011-03-09,2751.719970703125,1320.02001953125
2011-03-10,2701.02001953125,1295.1099853515625
2011-03-11,2715.610107421875,1304.280029296875
2011-03-14,2700.969970703125,1296.3900146484375
2011-03-15,2667.330078125,1281.8699951171875
2011-03-16,2616.820068359375,1256.8800048828125
2011-03-17,2636.050048828125,1273.719970703125
2011-03-18,2643.669921875,1279.2099609375
2011-03-21,2692.090087890625,1298.3800048828125
2011-03-22,2683.8701171875,1293.77001953125
2011-03-23,2698.300048828125,1297.5400390625
2011-03-24,2736.419921875,1309.6600341796875
2011-03-25,2743.06005859375,1313.800048828125
2011-03-28,2730.679931640625,1310.18994140625
2011-03-29,2756.889892578125,1319.43994140625
2011-03-30,2776.7900390625,1328.260009765625
2011-03-31,2781.070068359375,1325.8299560546875
2011-04-01,2789.60009765625,1332.4100341796875
2011-04-04,2789.18994140625,1332.8699951171875
2011-04-05,2791.18994140625,1332.6300048828125
2011-04-06,2799.820068359375,1335.5400390625
2011-04-07,2796.139892578125,1333.510009765625
2011-04-08,2780.419921875,1328.1700439453125
2011-04-11,2771.510009765625,1324.4599609375
2011-04-12,2744.7900390625,1314.1600341796875
2011-04-13,2761.52001953125,1314.4100341796875
2011-04-14,2760.219970703125,1314.52001953125
2011-04-15,2764.64990234375,1319.6800537109375
2011-04-18,2735.3798828125,1305.1400146484375
2011-04-19,2744.969970703125,1312.6199951171875
2011-04-20,2802.510009765625,1330.3599853515625
2011-04-21,2820.159912109375,1337.3800048828125
2011-04-25,2825.8798828125,1335.25
2011-04-26,2847.5400390625,1347.239990234375
2011-04-27,2869.8798828125,1355.6600341796875
2011-04-28,2872.530029296875,1360.47998046875
2011-04-29,2873.5400390625,1363.6099853515625
2011-05-02,2864.080078125,1361.219970703125
2011-05-03,2841.6201171875,1356.6199951171875
2011-05-04,2828.22998046875,1347.3199462890625
2011-05-05,2814.719970703125,1335.0999755859375
2011-05-06,2827.56005859375,1340.199951171875
2011-05-09,2843.25,1346.2900390625
2011-05-10,2871.889892578125,1357.1600341796875
2011-05-11,2845.06005859375,1342.0799560546875
2011-05-12,2863.0400390625,1348.6500244140625
2011-05-13,2828.469970703125,1337.77001953125
2011-05-16,2782.31005859375,1329.469970703125
2011-05-17,2783.2099609375,1328.97998046875
2011-05-18,2815.0,1340.6800537109375
2011-05-19,2823.31005859375,1343.5999755859375
2011-05-20,2803.320068359375,1333.27001953125
2011-05-23,2758.89990234375,1317.3699951171875
2011-05-24,2746.159912109375,1316.280029296875
2011-05-25,2761.3798828125,1320.469970703125
2011-05-26,2782.919921875,1325.68994140625
2011-05-27,2796.860107421875,1331.0999755859375
2011-05-31,2835.300048828125,1345.199951171875
2011-06-01,2769.18994140625,1314.550048828125
2011-06-02,2773.31005859375,1312.93994140625
2011-06-03,2732.780029296875,1300.1600341796875
2011-06-06,2702.56005859375,1286.1700439453125
2011-06-07,2701.56005859375,1284.93994140625
2011-06-08,2675.3798828125,1279.56005859375
2011-06-09,2684.8701171875,1289.0
2011-06-10,2643.72998046875,1270.97998046875
2011-06-13,2639.68994140625,1271.8299560546875
2011-06-14,2678.719970703125,1287.8699951171875
2011-06-15,2631.4599609375,1265.4200439453125
2011-06-16,2623.699951171875,1267.6400146484375
2011-06-17,2616.47998046875,1271.5
2011-06-20,2629.659912109375,1278.3599853515625
2011-06-21,2687.260009765625,1295.52001953125
2011-06-22,2669.18994140625,1287.1400146484375
2011-06-23,2686.75,1283.5
2011-06-24,2652.889892578125,1268.449951171875
2011-06-27,2688.280029296875,1280.0999755859375
2011-06-28,2729.31005859375,1296.6700439453125
2011-06-29,2740.489990234375,1307.4100341796875
2011-06-30,2773.52001953125,1320.6400146484375
2011-07-01,2816.030029296875,1339.6700439453125
2011-07-05,2825.77001953125,1337.8800048828125
2011-07-06,2834.02001953125,1339.219970703125
2011-07-07,2872.659912109375,1353.219970703125
2011-07-08,2859.81005859375,1343.800048828125
2011-07-11,2802.6201171875,1319.489990234375
2011-07-12,2781.909912109375,1313.6400146484375
2011-07-13,2796.919921875,1317.719970703125
2011-07-14,2762.669921875,1308.8699951171875
2011-07-15,2789.800048828125,1316.1400146484375
2011-07-18,2765.110107421875,1305.43994140625
2011-07-19,2826.52001953125,1326.72998046875
2011-07-20,2814.22998046875,1325.8399658203125
2011-07-21,2834.429931640625,1343.800048828125
2011-07-22,2858.830078125,1345.02001953125
2011-07-25,2842.800048828125,1337.4300537109375
2011-07-26,2839.9599609375,1331.93994140625
2011-07-27,2764.7900390625,1304.8900146484375
2011-07-28,2766.25,1300.6700439453125
2011-07-29,2756.3798828125,1292.280029296875
2011-08-01,2744.610107421875,1286.93994140625
2011-08-02,2669.239990234375,1254.050048828125
2011-08-03,2693.070068359375,1260.3399658203125
2011-08-04,2556.389892578125,1200.0699462890625
2011-08-05,2532.409912109375,1199.3800048828125
2011-08-08,2357.68994140625,1119.4599609375
2011-08-09,2482.52001953125,1172.530029296875
2011-08-10,2381.050048828125,1120.760009765625
2011-08-11,2492.679931640625,1172.6400146484375
2011-08-12,2507.97998046875,1178.81005859375
2011-08-15,2555.199951171875,1204.489990234375
2011-08-16,2523.449951171875,1192.760009765625
2011-08-17,2511.47998046875,1193.8900146484375
2011-08-18,2380.429931640625,1140.6500244140625
2011-08-19,2341.840087890625,1123.530029296875
2011-08-22,2345.3798828125,1123.8199462890625
2011-08-23,2446.06005859375,1162.3499755859375
2011-08-24,2467.68994140625,1177.5999755859375
2011-08-25,2419.6298828125,1159.27001953125
2011-08-26,2479.85009765625,1176.800048828125
2011-08-29,2562.110107421875,1210.0799560546875
2011-08-30,2576.110107421875,1212.9200439453125
2011-08-31,2579.4599609375,1218.8900146484375
2011-09-01,2546.0400390625,1204.4200439453125
2011-09-02,2480.330078125,1173.969970703125
2011-09-06,2473.830078125,1165.239990234375
2011-09-07,2548.93994140625,1198.6199951171875
2011-09-08,2529.139892578125,1185.9000244140625
2011-09-09,2467.989990234375,1154.22998046875
2011-09-12,2495.090087890625,1162.27001953125
2011-09-13,2532.14990234375,1172.8699951171875
2011-09-14,2572.550048828125,1188.6800537109375
2011-09-15,2607.070068359375,1209.1099853515625
2011-09-16,2622.31005859375,1216.010009765625
2011-09-19,2612.830078125,1204.0899658203125
2011-09-20,2590.239990234375,1202.0899658203125
2011-09-21,2538.18994140625,1166.760009765625
2011-09-22,2455.669921875,1129.56005859375
2011-09-23,2483.22998046875,1136.4300537109375
2011-09-26,2516.68994140625,1162.949951171875
2011-09-27,2546.830078125,1175.3800048828125
2011-09-28,2491.580078125,1151.06005859375
2011-09-29,2480.760009765625,1160.4000244140625
2011-09-30,2415.39990234375,1131.4200439453125
2011-10-03,2335.830078125,1099.22998046875
2011-10-04,2404.820068359375,1123.949951171875
2011-10-05,2460.510009765625,1144.030029296875
2011-10-06,2506.820068359375,1164.969970703125
2011-10-07,2479.35009765625,1155.4599609375
2011-10-10,2566.050048828125,1194.8900146484375
2011-10-11,2583.030029296875,1195.5400390625
2011-10-12,2604.72998046875,1207.25
2011-10-13,2620.239990234375,1203.6600341796875
2011-10-14,2667.85009765625,1224.5799560546875
2011-10-17,2614.919921875,1200.8599853515625
2011-10-18,2657.429931640625,1225.3800048828125
2011-10-19,2604.0400390625,1209.8800048828125
2011-10-20,2598.6201171875,1215.3900146484375
2011-10-21,2637.4599609375,1238.25
2011-10-24,2699.43994140625,1254.18994140625
2011-10-25,2638.419921875,1229.050048828125
2011-10-26,2650.669921875,1242.0
2011-10-27,2738.6298828125,1284.5899658203125
2011-10-28,2737.14990234375,1285.0899658203125
2011-10-31,2684.409912109375,1253.300048828125
2011-11-01,2606.9599609375,1218.280029296875
2011-11-02,2639.97998046875,1237.9000244140625
2011-11-03,2697.969970703125,1261.1500244140625
2011-11-04,2686.14990234375,1253.22998046875
2011-11-07,2695.25,1261.1199951171875
2011-11-08,2727.489990234375,1275.9200439453125
2011-11-09,2621.64990234375,1229.0999755859375
2011-11-10,2625.14990234375,1239.699951171875
2011-11-11,2678.75,1263.8499755859375
2011-11-14,2657.219970703125,1251.780029296875
2011-11-15,2686.199951171875,1257.81005859375
2011-11-16,2639.610107421875,1236.9100341796875
2011-11-17,2587.989990234375,1216.1300048828125
2011-11-18,2572.5,1215.6500244140625
2011-11-21,2523.139892578125,1192.97998046875
2011-11-22,2521.280029296875,1188.0400390625
2011-11-23,2460.080078125,1161.7900390625
2011-11-25,2441.510009765625,1158.6700439453125
2011-11-28,2527.340087890625,1192.550048828125
2011-11-29,2515.510009765625,1195.18994140625
2011-11-30,2620.340087890625,1246.9599609375
2011-12-01,2626.199951171875,1244.5799560546875
2011-12-02,2626.929931640625,1244.280029296875
2011-12-05,2655.760009765625,1257.0799560546875
2011-12-06,2649.56005859375,1258.469970703125
2011-12-07,2649.2099609375,1261.010009765625
2011-12-08,2596.3798828125,1234.3499755859375
2011-12-09,2646.85009765625,1255.18994140625
2011-12-12,2612.260009765625,1236.469970703125
2011-12-13,2579.27001953125,1225.72998046875
2011-12-14,2539.31005859375,1211.8199462890625
2011-12-15,2541.010009765625,1215.75
2011-12-16,2555.330078125,1219.6600341796875
2011-12-19,2523.139892578125,1205.3499755859375
2011-12-20,2603.72998046875,1241.300048828125
2011-12-21,2577.969970703125,1243.719970703125
2011-12-22,2599.449951171875,1254.0
2011-12-23,2618.639892578125,1265.3299560546875
2011-12-27,2625.199951171875,1265.4300537109375
2011-12-28,2589.97998046875,1249.6400146484375
2011-12-29,2613.739990234375,1263.02001953125
2011-12-30,2605.14990234375,1257.5999755859375
2012-01-03,2648.719970703125,1277.06005859375
2012-01-04,2648.360107421875,1277.300048828125
2012-01-05,2669.860107421875,1281.06005859375
2012-01-06,2674.219970703125,1277.81005859375
2012-01-09,2676.56005859375,1280.699951171875
2012-01-10,2702.5,1292.0799560546875
2012-01-11,2710.760009765625,1292.47998046875
2012-01-12,2724.699951171875,1295.5
2012-01-13,2710.669921875,1289.0899658203125
2012-01-17,2728.080078125,1293.6700439453125
2012-01-18,2769.7099609375,1308.0400390625
2012-01-19,2788.330078125,1314.5
2012-01-20,2786.699951171875,1315.3800048828125
2012-01-23,2784.169921875,1316.0
2012-01-24,2786.639892578125,1314.6500244140625
2012-01-25,2818.31005859375,1326.06005859375
2012-01-26,2805.280029296875,1318.4300537109375
2012-01-27,2816.550048828125,1316.3299560546875
2012-01-30,2811.93994140625,1313.010009765625
2012-01-31,2813.840087890625,1312.4100341796875
2012-02-01,2848.27001953125,1324.0899658203125
2012-02-02,2859.679931640625,1325.5400390625
2012-02-03,2905.659912109375,1344.9000244140625
2012-02-06,2901.989990234375,1344.3299560546875
2012-02-07,2904.080078125,1347.050048828125
2012-02-08,2915.860107421875,1349.9599609375
2012-02-09,2927.22998046875,1351.949951171875
2012-02-10,2903.8798828125,1342.6400146484375
2012-02-13,2931.389892578125,1351.77001953125
2012-02-14,2931.830078125,1350.5
2012-02-15,2915.830078125,1343.22998046875
2012-02-16,2959.85009765625,1358.0400390625
2012-02-17,2951.780029296875,1361.22998046875
2012-02-21,2948.570068359375,1362.2099609375
2012-02-22,2933.169921875,1357.6600341796875
2012-02-23,2956.97998046875,1363.4599609375
2012-02-24,2963.75,1365.739990234375
2012-02-27,2966.159912109375,1367.5899658203125
2012-02-28,2986.760009765625,1372.1800537109375
2012-02-29,2966.889892578125,1365.6800537109375
2012-03-01,2988.969970703125,1374.0899658203125
2012-03-02,2976.18994140625,1369.6300048828125
2012-03-05,2950.47998046875,1364.3299560546875
2012-03-06,2910.320068359375,1343.3599853515625
2012-03-07,2935.68994140625,1352.6300048828125
2012-03-08,2970.419921875,1365.9100341796875
2012-03-09,2988.340087890625,1370.8699951171875
2012-03-12,2983.659912109375,1371.0899658203125
2012-03-13,3039.8798828125,1395.949951171875
2012-03-14,3040.72998046875,1394.280029296875
2012-03-15,3056.3701171875,1402.5999755859375
2012-03-16,3055.260009765625,1404.1700439453125
2012-03-19,3078.320068359375,1409.75
2012-03-20,3074.14990234375,1405.52001953125
2012-03-21,3075.320068359375,1402.8900146484375
2012-03-22,3063.320068359375,1392.780029296875
2012-03-23,3067.919921875,1397.1099853515625
2012-03-26,3122.570068359375,1416.510009765625
2012-03-27,3120.35009765625,1412.52001953125
2012-03-28,3104.9599609375,1405.5400390625
2012-03-29,3095.360107421875,1403.280029296875
2012-03-30,3091.570068359375,1408.469970703125
2012-04-02,3119.699951171875,1419.0400390625
2012-04-03,3113.570068359375,1413.3800048828125
2012-04-04,3068.090087890625,1398.9599609375
2012-04-05,3080.5,1398.0799560546875
2012-04-09,3047.080078125,1382.199951171875
2012-04-10,2991.219970703125,1358.5899658203125
2012-04-11,3016.4599609375,1368.7099609375
2012-04-12,3055.550048828125,1387.5699462890625
2012-04-13,3011.330078125,1370.260009765625
2012-04-16,2988.39990234375,1369.5699462890625
2012-04-17,3042.820068359375,1390.780029296875
2012-04-18,3031.449951171875,1385.1400146484375
2012-04-19,3007.56005859375,1376.9200439453125
2012-04-20,3000.449951171875,1378.530029296875
2012-04-23,2970.449951171875,1366.93994140625
2012-04-24,2961.60009765625,1371.969970703125
2012-04-25,3029.6298828125,1390.68994140625
2012-04-26,3050.610107421875,1399.97998046875
2012-04-27,3069.199951171875,1403.3599853515625
2012-04-30,3046.360107421875,1397.9100341796875
2012-05-01,3050.43994140625,1405.8199462890625
2012-05-02,3059.85009765625,1402.31005859375
2012-05-03,3024.300048828125,1391.5699462890625
2012-05-04,2956.340087890625,1369.0999755859375
2012-05-07,2957.760009765625,1369.5799560546875
2012-05-08,2946.27001953125,1363.719970703125
2012-05-09,2934.7099609375,1354.5799560546875
2012-05-10,2933.639892578125,1357.989990234375
2012-05-11,2933.820068359375,1353.3900146484375
2012-05-14,2902.580078125,1338.3499755859375
2012-05-15,2893.760009765625,1330.6600341796875
2012-05-16,2874.0400390625,1324.800048828125
2012-05-17,2813.68994140625,1304.8599853515625
2012-05-18,2778.7900390625,1295.219970703125
2012-05-21,2847.2099609375,1315.989990234375
2012-05-22,2839.080078125,1316.6300048828125
2012-05-23,2850.1201171875,1318.8599853515625
2012-05-24,2839.3798828125,1320.6800537109375
